rainfall,crop,soil_type,season,pesticide,success_rate
279,wheat,red,rainy,Imidacloprid,80
147,wheat,black,summer,Deltamethrin,100
379,rice,red,summer,Chlorpyrifos,45
490,rice,red,rainy,Imidacloprid,70
193,rice,red,winter,Glyphosate,70
257,wheat,red,summer,Deltamethrin,85
74,wheat,red,winter,Deltamethrin,75
361,rice,red,summer,Deltamethrin,55
101,wheat,black,rainy,Chlorpyrifos,90
413,rice,black,winter,Glyphosate,55
323,wheat,black,rainy,Copper Sulfate,53
330,rice,red,winter,Carbendazim,42
109,wheat,black,rainy,Mancozeb,93
182,rice,black,rainy,Mancozeb,100
231,wheat,red,rainy,Deltamethrin,85
372,rice,black,rainy,Deltamethrin,90
82,rice,red,rainy,Chlorpyrifos,65
226,rice,red,rainy,Imidacloprid,100
278,rice,red,rainy,Chlorpyrifos,95
213,rice,red,rainy,Glyphosate,90
352,wheat,black,winter,Mancozeb,83
181,rice,black,summer,Glyphosate,85
295,wheat,red,winter,Carbendazim,92
459,wheat,red,winter,Mancozeb,68
154,wheat,red,winter,Deltamethrin,100
77,rice,black,summer,Deltamethrin,70
151,rice,red,summer,Imidacloprid,80
358,rice,red,summer,Copper Sulfate,38
204,rice,red,winter,Carbendazim,72
210,rice,black,summer,Mancozeb,93
461,rice,black,winter,Copper Sulfate,53
134,rice,red,rainy,Carbendazim,92
365,wheat,black,winter,Copper Sulfate,73
275,wheat,black,summer,Chlorpyrifos,90
69,wheat,black,rainy,Deltamethrin,70
407,rice,red,rainy,Chlorpyrifos,65
312,wheat,black,winter,Copper Sulfate,73
229,rice,black,rainy,Imidacloprid,100
244,rice,black,summer,Glyphosate,85
335,rice,red,winter,Imidacloprid,50
410,wheat,black,summer,Carbendazim,57
481,rice,red,summer,Glyphosate,40
378,rice,black,winter,Imidacloprid,65
470,rice,black,rainy,Imidacloprid,85
461,wheat,black,summer,Copper Sulfate,53
439,rice,black,winter,Imidacloprid,65
198,rice,black,summer,Mancozeb,93
85,rice,red,summer,Copper Sulfate,38
289,rice,black,summer,Deltamethrin,100
351,rice,red,rainy,Mancozeb,68
279,rice,red,rainy,Deltamethrin,100
480,rice,red,rainy,Copper Sulfate,58
253,wheat,red,summer,Copper Sulfate,68
233,wheat,red,summer,Carbendazim,72
191,wheat,red,rainy,Glyphosate,70
399,wheat,red,winter,Copper Sulfate,58
210,rice,black,winter,Deltamethrin,100
225,wheat,black,rainy,Glyphosate,85
248,rice,red,winter,Carbendazim,72
488,rice,red,summer,Mancozeb,48
300,rice,red,winter,Chlorpyrifos,75
184,rice,red,rainy,Chlorpyrifos,95
194,rice,red,rainy,Carbendazim,92
101,rice,black,rainy,Carbendazim,100
260,rice,red,summer,Imidacloprid,80
281,wheat,red,summer,Imidacloprid,80
411,rice,black,rainy,Imidacloprid,85
196,wheat,red,summer,Chlorpyrifos,75
188,rice,red,summer,Deltamethrin,85
206,rice,red,summer,Deltamethrin,85
419,wheat,black,summer,Chlorpyrifos,60
221,wheat,black,winter,Imidacloprid,100
321,wheat,black,rainy,Imidacloprid,65
481,wheat,red,winter,Glyphosate,60
422,wheat,black,winter,Copper Sulfate,73
329,wheat,black,summer,Imidacloprid,65
370,wheat,red,winter,Imidacloprid,70
344,wheat,black,summer,Mancozeb,63
485,rice,black,rainy,Carbendazim,77
350,rice,red,winter,Mancozeb,48
303,rice,black,winter,Imidacloprid,65
180,wheat,red,summer,Carbendazim,72
462,rice,black,rainy,Deltamethrin,90
430,wheat,red,winter,Carbendazim,62
114,rice,red,rainy,Copper Sulfate,88
58,rice,black,rainy,Chlorpyrifos,80
198,rice,black,rainy,Mancozeb,100
186,rice,black,rainy,Carbendazim,100
388,rice,red,winter,Chlorpyrifos,45
362,wheat,red,winter,Carbendazim,62
94,rice,red,rainy,Carbendazim,62
435,wheat,black,winter,Mancozeb,83
397,rice,black,summer,Deltamethrin,70
435,wheat,red,rainy,Mancozeb,48
388,wheat,red,rainy,Carbendazim,42
219,rice,black,rainy,Copper Sulfate,100
65,wheat,red,winter,Carbendazim,62
400,rice,red,rainy,Deltamethrin,75
471,rice,red,summer,Carbendazim,42
289,wheat,black,summer,Mancozeb,93
365,wheat,red,winter,Copper Sulfate,58
309,rice,black,rainy,Deltamethrin,90
66,rice,black,winter,Imidacloprid,65
378,wheat,black,winter,Imidacloprid,85
379,wheat,black,summer,Carbendazim,57
379,rice,black,rainy,Deltamethrin,90
302,wheat,red,winter,Glyphosate,60
243,wheat,black,winter,Deltamethrin,100
201,wheat,black,summer,Deltamethrin,100
262,wheat,red,rainy,Imidacloprid,80
265,rice,black,summer,Copper Sulfate,83
77,wheat,black,summer,Carbendazim,57
403,rice,red,summer,Glyphosate,40
61,rice,black,summer,Imidacloprid,65
95,rice,red,winter,Carbendazim,42
279,rice,red,summer,Chlorpyrifos,75
377,wheat,red,winter,Imidacloprid,70
283,rice,red,winter,Glyphosate,70
402,wheat,black,winter,Glyphosate,75
73,wheat,red,rainy,Imidacloprid,50
156,wheat,red,summer,Mancozeb,78
143,wheat,red,winter,Imidacloprid,100
387,rice,red,rainy,Copper Sulfate,58
404,wheat,black,rainy,Imidacloprid,65
277,rice,red,winter,Carbendazim,72
93,rice,black,winter,Glyphosate,55
366,rice,red,winter,Copper Sulfate,38
125,wheat,black,winter,Copper Sulfate,100
465,rice,red,rainy,Glyphosate,60
122,wheat,black,rainy,Mancozeb,93
86,rice,black,winter,Deltamethrin,70
233,wheat,black,rainy,Mancozeb,93
161,wheat,black,rainy,Carbendazim,87
418,wheat,black,winter,Chlorpyrifos,80
311,wheat,red,winter,Glyphosate,60
188,wheat,black,rainy,Chlorpyrifos,90
376,rice,black,winter,Imidacloprid,65
89,rice,red,rainy,Glyphosate,60
254,rice,black,winter,Chlorpyrifos,90
328,wheat,red,summer,Glyphosate,40
108,rice,black,summer,Deltamethrin,100
149,rice,black,summer,Carbendazim,87
119,wheat,black,rainy,Glyphosate,85
222,wheat,red,winter,Glyphosate,90
328,wheat,red,winter,Imidacloprid,70
325,wheat,black,summer,Mancozeb,63
471,rice,black,summer,Glyphosate,55
114,wheat,red,rainy,Chlorpyrifos,75
107,wheat,black,winter,Chlorpyrifos,100
223,rice,red,winter,Deltamethrin,85
276,rice,red,rainy,Glyphosate,90
166,wheat,red,summer,Copper Sulfate,68
132,rice,black,rainy,Chlorpyrifos,100
190,wheat,black,winter,Deltamethrin,100
81,rice,black,summer,Carbendazim,57
319,wheat,red,summer,Copper Sulfate,38
84,rice,red,winter,Deltamethrin,55
180,wheat,red,winter,Mancozeb,98
272,rice,red,winter,Deltamethrin,85
86,wheat,black,rainy,Glyphosate,55
127,wheat,black,rainy,Mancozeb,93
111,wheat,red,winter,Carbendazim,92
497,rice,black,rainy,Imidacloprid,85
413,wheat,red,winter,Copper Sulfate,58
271,wheat,red,summer,Glyphosate,70
328,rice,red,summer,Copper Sulfate,38
167,rice,black,winter,Deltamethrin,100
137,wheat,black,summer,Copper Sulfate,83
382,wheat,black,rainy,Carbendazim,57
280,rice,black,winter,Chlorpyrifos,90
403,rice,black,winter,Deltamethrin,70
285,wheat,black,winter,Copper Sulfate,100
311,rice,red,winter,Deltamethrin,55
461,wheat,black,rainy,Imidacloprid,65
357,rice,red,summer,Imidacloprid,50
54,rice,red,summer,Glyphosate,40
148,wheat,red,rainy,Chlorpyrifos,75
86,wheat,red,winter,Copper Sulfate,58
374,wheat,black,summer,Mancozeb,63
417,wheat,black,rainy,Imidacloprid,65
342,rice,black,summer,Mancozeb,63
436,rice,red,summer,Mancozeb,48
60,rice,black,rainy,Mancozeb,83
345,rice,red,rainy,Deltamethrin,75
273,rice,black,rainy,Mancozeb,100
340,wheat,black,summer,Glyphosate,55
271,wheat,red,summer,Deltamethrin,85
460,rice,black,summer,Copper Sulfate,53
186,wheat,black,rainy,Copper Sulfate,83
195,rice,black,summer,Chlorpyrifos,90
128,rice,red,rainy,Chlorpyrifos,95
117,wheat,black,winter,Copper Sulfate,100
179,rice,black,summer,Copper Sulfate,83
265,rice,red,winter,Chlorpyrifos,75
127,wheat,red,winter,Glyphosate,90
482,wheat,black,rainy,Glyphosate,55
496,wheat,black,winter,Glyphosate,75
492,rice,black,winter,Imidacloprid,65
137,rice,red,winter,Chlorpyrifos,75
144,rice,red,summer,Mancozeb,78
425,rice,black,rainy,Deltamethrin,90
247,rice,black,summer,Copper Sulfate,83
218,wheat,red,winter,Deltamethrin,100
86,wheat,red,rainy,Carbendazim,42
88,rice,black,rainy,Imidacloprid,85
221,wheat,red,summer,Chlorpyrifos,75
263,wheat,black,rainy,Deltamethrin,100
140,wheat,black,winter,Copper Sulfate,100
155,rice,red,summer,Mancozeb,78
418,wheat,red,summer,Chlorpyrifos,45
405,rice,red,summer,Chlorpyrifos,45
350,rice,red,rainy,Glyphosate,60
84,wheat,black,winter,Copper Sulfate,73
281,wheat,black,winter,Imidacloprid,100
404,wheat,black,winter,Mancozeb,83
487,wheat,red,rainy,Mancozeb,48
175,wheat,black,summer,Mancozeb,93
333,wheat,black,winter,Carbendazim,77
83,wheat,red,winter,Mancozeb,68
258,wheat,red,winter,Copper Sulfate,88
175,rice,black,rainy,Deltamethrin,100
69,wheat,black,winter,Chlorpyrifos,80
238,rice,red,winter,Imidacloprid,80
376,rice,black,winter,Deltamethrin,70
406,wheat,red,rainy,Chlorpyrifos,45
492,wheat,red,rainy,Chlorpyrifos,45
86,wheat,black,summer,Chlorpyrifos,60
440,rice,black,rainy,Glyphosate,75
381,wheat,red,rainy,Imidacloprid,50
432,rice,red,rainy,Copper Sulfate,58
146,wheat,black,winter,Glyphosate,100
135,rice,black,rainy,Deltamethrin,100
72,rice,black,winter,Carbendazim,57
444,wheat,red,winter,Imidacloprid,70
443,wheat,red,winter,Copper Sulfate,58
195,rice,black,summer,Mancozeb,93
248,wheat,black,winter,Copper Sulfate,100
331,rice,red,winter,Chlorpyrifos,45
63,wheat,red,summer,Glyphosate,40
261,rice,red,winter,Glyphosate,70
320,wheat,red,winter,Copper Sulfate,58
389,rice,black,winter,Imidacloprid,65
123,rice,black,rainy,Copper Sulfate,100
198,rice,red,winter,Mancozeb,78
269,rice,red,winter,Imidacloprid,80
361,rice,black,summer,Carbendazim,57
409,rice,red,summer,Glyphosate,40
413,rice,black,rainy,Mancozeb,83
192,wheat,black,winter,Imidacloprid,100
340,rice,red,summer,Imidacloprid,50
491,wheat,red,rainy,Mancozeb,48
59,wheat,red,winter,Carbendazim,62
284,rice,black,summer,Mancozeb,93
198,rice,red,summer,Mancozeb,78
167,wheat,black,winter,Deltamethrin,100
454,wheat,black,winter,Mancozeb,83
204,wheat,black,rainy,Chlorpyrifos,90
68,rice,black,summer,Deltamethrin,70
302,wheat,black,winter,Glyphosate,75
226,wheat,black,rainy,Carbendazim,87
138,rice,red,summer,Copper Sulfate,68
352,wheat,black,summer,Deltamethrin,70
181,wheat,red,summer,Glyphosate,70
97,wheat,black,winter,Copper Sulfate,73
417,wheat,red,summer,Chlorpyrifos,45
237,wheat,black,rainy,Carbendazim,87
228,rice,red,winter,Copper Sulfate,68
72,wheat,red,rainy,Glyphosate,40
269,wheat,red,winter,Glyphosate,90
321,rice,red,summer,Glyphosate,40
439,rice,black,summer,Imidacloprid,65
464,wheat,red,summer,Carbendazim,42
483,wheat,black,rainy,Deltamethrin,70
252,wheat,red,winter,Imidacloprid,100
200,wheat,red,summer,Carbendazim,72
392,rice,black,winter,Chlorpyrifos,60
164,rice,red,summer,Carbendazim,72
305,rice,black,winter,Mancozeb,63
203,wheat,black,summer,Deltamethrin,100
497,rice,red,rainy,Chlorpyrifos,65
210,rice,black,rainy,Copper Sulfate,100
160,rice,red,summer,Mancozeb,78
456,rice,red,winter,Deltamethrin,55
145,rice,red,winter,Mancozeb,78
215,rice,black,summer,Deltamethrin,100
143,wheat,red,summer,Carbendazim,72
67,rice,black,summer,Carbendazim,57
409,rice,black,rainy,Chlorpyrifos,80
401,wheat,black,summer,Glyphosate,55
429,rice,black,winter,Deltamethrin,70
293,wheat,red,winter,Imidacloprid,100
262,wheat,red,winter,Deltamethrin,100
464,rice,red,summer,Glyphosate,40
461,rice,black,summer,Imidacloprid,65
165,rice,black,rainy,Copper Sulfate,100
65,rice,black,rainy,Carbendazim,77
189,rice,red,winter,Copper Sulfate,68
497,rice,red,rainy,Mancozeb,68
430,rice,red,rainy,Carbendazim,62
497,wheat,black,winter,Chlorpyrifos,80
196,rice,red,winter,Imidacloprid,80
81,wheat,black,summer,Imidacloprid,65
281,rice,red,winter,Imidacloprid,80
346,rice,black,winter,Carbendazim,57
293,rice,black,summer,Chlorpyrifos,90
427,wheat,black,summer,Imidacloprid,65
407,rice,black,summer,Chlorpyrifos,60
87,wheat,red,winter,Imidacloprid,70
470,rice,red,winter,Imidacloprid,50
238,wheat,black,summer,Chlorpyrifos,90
242,wheat,red,summer,Deltamethrin,85
497,rice,red,rainy,Deltamethrin,75
140,rice,black,rainy,Deltamethrin,100
87,rice,red,summer,Deltamethrin,55
345,rice,red,summer,Carbendazim,42
128,rice,red,winter,Glyphosate,70
93,wheat,black,rainy,Copper Sulfate,53
95,wheat,red,rainy,Chlorpyrifos,45
208,rice,red,summer,Deltamethrin,85
469,rice,red,rainy,Glyphosate,60
355,rice,red,rainy,Deltamethrin,75
467,rice,black,winter,Mancozeb,63
159,rice,black,winter,Imidacloprid,95
181,rice,black,winter,Imidacloprid,95
220,rice,red,winter,Mancozeb,78
166,wheat,black,winter,Carbendazim,100
154,wheat,red,winter,Copper Sulfate,88
282,rice,black,rainy,Carbendazim,100
192,rice,black,winter,Chlorpyrifos,90
441,wheat,black,summer,Chlorpyrifos,60
67,wheat,red,summer,Carbendazim,42
165,wheat,black,winter,Deltamethrin,100
97,wheat,red,winter,Carbendazim,62
207,wheat,black,summer,Chlorpyrifos,90
74,wheat,black,rainy,Mancozeb,63
51,rice,red,summer,Copper Sulfate,38
417,rice,red,rainy,Glyphosate,60
356,wheat,red,winter,Carbendazim,62
164,wheat,red,rainy,Imidacloprid,80
248,rice,red,summer,Mancozeb,78
81,wheat,black,rainy,Glyphosate,55
180,wheat,black,summer,Chlorpyrifos,90
62,wheat,black,rainy,Carbendazim,57
295,rice,red,rainy,Chlorpyrifos,95
181,wheat,black,winter,Imidacloprid,100
143,wheat,red,winter,Imidacloprid,100
71,rice,black,summer,Chlorpyrifos,60
192,rice,black,rainy,Chlorpyrifos,100
470,rice,red,winter,Deltamethrin,55
430,rice,black,summer,Mancozeb,63
396,wheat,red,rainy,Deltamethrin,55
481,wheat,black,rainy,Deltamethrin,70
375,rice,black,rainy,Deltamethrin,90
482,rice,red,winter,Chlorpyrifos,45
90,rice,red,winter,Imidacloprid,50
292,wheat,red,summer,Chlorpyrifos,75
241,rice,black,rainy,Chlorpyrifos,100
438,rice,red,rainy,Carbendazim,62
258,rice,red,summer,Mancozeb,78
131,rice,red,rainy,Mancozeb,98
474,wheat,black,summer,Copper Sulfate,53
486,rice,red,rainy,Imidacloprid,70
349,wheat,red,winter,Deltamethrin,75
339,wheat,black,summer,Deltamethrin,70
187,rice,black,winter,Chlorpyrifos,90
93,rice,red,winter,Copper Sulfate,38
91,rice,black,winter,Carbendazim,57
415,wheat,black,summer,Mancozeb,63
143,rice,black,rainy,Deltamethrin,100
462,rice,black,rainy,Carbendazim,77
377,rice,black,rainy,Chlorpyrifos,80
360,wheat,black,summer,Deltamethrin,70
80,wheat,black,winter,Glyphosate,75
441,rice,red,rainy,Copper Sulfate,58
362,wheat,red,summer,Deltamethrin,55
479,wheat,red,summer,Carbendazim,42
307,wheat,red,winter,Deltamethrin,75
126,wheat,black,winter,Deltamethrin,100
305,wheat,red,winter,Carbendazim,62
384,rice,black,summer,Imidacloprid,65
365,rice,red,winter,Copper Sulfate,38
328,rice,black,rainy,Chlorpyrifos,80
479,rice,red,rainy,Imidacloprid,70
71,rice,red,summer,Imidacloprid,50
266,rice,red,summer,Deltamethrin,85
416,rice,black,winter,Glyphosate,55
237,rice,red,summer,Carbendazim,72
432,rice,red,rainy,Deltamethrin,75
347,rice,red,rainy,Glyphosate,60
198,wheat,red,summer,Mancozeb,78
328,rice,black,winter,Copper Sulfate,53
118,rice,black,winter,Chlorpyrifos,90
141,rice,black,rainy,Copper Sulfate,100
273,wheat,black,rainy,Glyphosate,85
319,rice,red,rainy,Glyphosate,60
208,rice,red,winter,Copper Sulfate,68
372,wheat,black,summer,Carbendazim,57
141,rice,black,winter,Mancozeb,93
241,wheat,red,summer,Mancozeb,78
143,wheat,black,winter,Copper Sulfate,100
397,rice,black,winter,Glyphosate,55
390,wheat,black,winter,Copper Sulfate,73
164,wheat,black,winter,Carbendazim,100
90,rice,red,winter,Chlorpyrifos,45
345,wheat,black,summer,Mancozeb,63
288,wheat,red,rainy,Carbendazim,72
186,wheat,red,winter,Imidacloprid,100
54,wheat,red,rainy,Mancozeb,48
183,rice,red,rainy,Copper Sulfate,88
213,rice,black,winter,Glyphosate,85
84,wheat,black,summer,Mancozeb,63
260,wheat,black,winter,Mancozeb,100
121,wheat,red,summer,Glyphosate,70
419,rice,black,rainy,Chlorpyrifos,80
292,wheat,black,winter,Deltamethrin,100
251,rice,black,summer,Deltamethrin,100
212,rice,black,winter,Imidacloprid,95
132,wheat,red,winter,Glyphosate,90
147,rice,red,rainy,Chlorpyrifos,95
182,rice,black,winter,Chlorpyrifos,90
167,wheat,red,winter,Imidacloprid,100
398,rice,red,winter,Imidacloprid,50
199,wheat,red,winter,Glyphosate,90
210,rice,black,summer,Mancozeb,93
384,rice,red,winter,Chlorpyrifos,45
391,wheat,black,rainy,Imidacloprid,65
302,rice,black,winter,Copper Sulfate,53
61,wheat,red,winter,Imidacloprid,70
86,rice,red,winter,Glyphosate,40
375,wheat,red,winter,Glyphosate,60
483,wheat,red,rainy,Imidacloprid,50
264,rice,red,winter,Carbendazim,72
76,rice,black,winter,Glyphosate,55
247,rice,red,summer,Deltamethrin,85
384,rice,red,summer,Glyphosate,40
152,rice,red,winter,Chlorpyrifos,75
331,wheat,black,winter,Glyphosate,75
244,wheat,black,summer,Imidacloprid,95
163,wheat,black,winter,Glyphosate,100
104,rice,red,summer,Copper Sulfate,68
494,wheat,red,rainy,Copper Sulfate,38
406,rice,red,rainy,Carbendazim,62
253,wheat,red,summer,Carbendazim,72
274,rice,black,summer,Mancozeb,93
115,wheat,red,summer,Deltamethrin,85
230,rice,red,winter,Copper Sulfate,68
256,rice,black,summer,Chlorpyrifos,90
450,wheat,black,summer,Mancozeb,63
482,rice,red,summer,Deltamethrin,55
94,wheat,red,winter,Imidacloprid,70
217,wheat,black,rainy,Imidacloprid,95
430,wheat,red,summer,Mancozeb,48
339,wheat,red,summer,Glyphosate,40
481,wheat,black,winter,Deltamethrin,90
252,wheat,black,summer,Imidacloprid,95
460,rice,red,winter,Deltamethrin,55
239,rice,black,rainy,Deltamethrin,100
201,wheat,black,winter,Chlorpyrifos,100
116,wheat,red,winter,Glyphosate,90
106,wheat,black,winter,Carbendazim,100
410,rice,red,summer,Chlorpyrifos,45
220,rice,black,summer,Chlorpyrifos,90
116,wheat,black,rainy,Imidacloprid,95
140,wheat,red,winter,Glyphosate,90
278,rice,red,rainy,Carbendazim,92
441,rice,red,rainy,Copper Sulfate,58
265,rice,red,rainy,Copper Sulfate,88
427,rice,red,winter,Glyphosate,40
376,wheat,black,summer,Imidacloprid,65
302,wheat,black,winter,Chlorpyrifos,80
111,wheat,red,rainy,Carbendazim,72
144,wheat,black,winter,Carbendazim,100
200,rice,red,rainy,Mancozeb,98
347,wheat,red,rainy,Deltamethrin,55
84,wheat,black,winter,Mancozeb,83
51,rice,red,winter,Chlorpyrifos,45
283,rice,black,summer,Glyphosate,85
388,rice,red,summer,Deltamethrin,55
240,rice,red,rainy,Copper Sulfate,88
212,wheat,black,summer,Imidacloprid,95
406,rice,red,winter,Deltamethrin,55
120,wheat,black,summer,Chlorpyrifos,90
411,wheat,red,winter,Copper Sulfate,58
319,rice,black,winter,Carbendazim,57
253,rice,red,rainy,Copper Sulfate,88
496,rice,red,rainy,Mancozeb,68
350,rice,red,summer,Chlorpyrifos,45
172,rice,red,winter,Chlorpyrifos,75
151,wheat,red,summer,Deltamethrin,85
378,rice,red,rainy,Imidacloprid,70
237,wheat,black,rainy,Chlorpyrifos,90
178,rice,red,rainy,Mancozeb,98
115,rice,red,rainy,Copper Sulfate,88
493,rice,red,winter,Imidacloprid,50
225,wheat,red,winter,Copper Sulfate,88
192,rice,red,winter,Mancozeb,78
348,wheat,red,rainy,Copper Sulfate,38
339,wheat,red,rainy,Deltamethrin,55
298,wheat,black,summer,Chlorpyrifos,90
385,rice,black,summer,Chlorpyrifos,60
83,wheat,red,rainy,Mancozeb,48
384,rice,red,winter,Glyphosate,40
398,rice,red,winter,Carbendazim,42
77,rice,black,summer,Mancozeb,63
434,rice,black,summer,Imidacloprid,65
341,rice,black,summer,Copper Sulfate,53
58,wheat,black,rainy,Mancozeb,63
122,rice,red,summer,Imidacloprid,80
266,rice,red,rainy,Imidacloprid,100
363,rice,black,summer,Carbendazim,57
61,rice,black,summer,Carbendazim,57
234,wheat,red,winter,Deltamethrin,100
434,wheat,black,summer,Imidacloprid,65
83,wheat,black,summer,Deltamethrin,70
166,rice,black,rainy,Copper Sulfate,100
76,wheat,red,winter,Glyphosate,60
178,wheat,red,winter,Glyphosate,90
360,rice,red,summer,Chlorpyrifos,45
377,rice,red,summer,Mancozeb,48
145,rice,red,summer,Imidacloprid,80
119,wheat,black,summer,Carbendazim,87
477,rice,black,summer,Imidacloprid,65
57,wheat,black,summer,Glyphosate,55
257,wheat,black,rainy,Mancozeb,93
91,wheat,black,summer,Glyphosate,55
115,rice,red,winter,Deltamethrin,85
164,wheat,black,rainy,Copper Sulfate,83
499,wheat,red,winter,Chlorpyrifos,65
265,rice,red,summer,Carbendazim,72
287,rice,black,summer,Chlorpyrifos,90
162,rice,black,winter,Imidacloprid,95
99,wheat,black,summer,Glyphosate,55
417,wheat,black,rainy,Carbendazim,57
74,rice,red,summer,Carbendazim,42
222,rice,black,winter,Deltamethrin,100
406,rice,red,rainy,Imidacloprid,70
483,wheat,black,summer,Chlorpyrifos,60
453,wheat,red,winter,Deltamethrin,75
176,rice,red,winter,Chlorpyrifos,75
193,rice,black,rainy,Glyphosate,100
141,wheat,black,winter,Carbendazim,100
218,wheat,red,summer,Deltamethrin,85
413,rice,black,summer,Mancozeb,63
364,wheat,red,rainy,Mancozeb,48
488,rice,black,winter,Copper Sulfate,53
188,rice,red,summer,Carbendazim,72
402,rice,red,summer,Chlorpyrifos,45
314,rice,red,rainy,Copper Sulfate,58
87,rice,black,rainy,Glyphosate,75
241,wheat,black,summer,Carbendazim,87
183,rice,black,rainy,Copper Sulfate,100
257,wheat,black,summer,Copper Sulfate,83
361,wheat,black,rainy,Imidacloprid,65
325,rice,black,rainy,Carbendazim,77
465,wheat,black,rainy,Chlorpyrifos,60
375,wheat,red,rainy,Imidacloprid,50
221,wheat,red,rainy,Copper Sulfate,68
117,rice,black,rainy,Carbendazim,100
100,wheat,red,winter,Chlorpyrifos,95
215,wheat,red,winter,Mancozeb,98
491,wheat,red,rainy,Carbendazim,42
398,rice,red,rainy,Copper Sulfate,58
385,rice,red,winter,Glyphosate,40
92,wheat,red,rainy,Carbendazim,42
